TopDepth,BottomDepth,HorizonDepth,ksat_r,dbthirdbar_r,dbfifteenbar_r,COKEY,CHKEY
0,25,,4.0,1.55,,2970181,8198874
76,86,,,,,2970182,7948928
0,38,,1.41,1.4,,2970182,8115561
38,76,,0.42,1.5,,2970182,8198877
0,30,,4.0,1.3,,2970183,7948931
30,53,,1.41,1.3,,2970183,8032248
53,152,,1.41,1.45,,2970183,8115565
58,86,,1.41,1.45,,2970184,8198883
86,152,,1.41,1.45,,2970184,7948934
0,58,,1.41,1.4,,2970184,8115567
0,10,,14.11,1.58,,2970185,8115570
10,152,,14.11,1.63,,2970185,8198886
142,152,,0.42,1.3,,2970186,7948940
0,25,,1.41,1.33,,2970186,8032256
25,76,,0.42,1.25,,2970186,8115573
76,142,,0.42,1.38,,2970186,8198889
10,61,,14.11,1.55,,2970187,7948943
61,71,,,,,2970187,8032260
0,10,,14.11,1.58,,2970187,8198892
0,20,,1.41,1.43,,2970188,7948946
20,51,,0.0,1.45,,2970188,8032263
51,145,,0.42,1.38,,2970188,8115580
145,168,,,,,2970188,8198896
0,8,,14.11,1.53,,2970189,8032267
8,38,,14.11,1.53,,2970189,8115584
38,64,,,,,2970189,8198900
20,71,,14.11,1.33,,2970190,7948954
71,152,,141.14,1.45,,2970190,8032271
0,20,,14.11,1.3,,2970190,8198903
5,91,,4.0,1.55,,2970191,7948957
91,152,,4.0,1.6,,2970191,8032274
0,5,,4.0,1.55,,2970191,8198906
107,152,,14.11,1.65,,2970192,7948961
0,10,,14.11,1.65,,2970192,8032277
10,56,,14.11,1.65,,2970192,8115594
56,107,,14.11,1.6,,2970192,8198910
0,30,,14.11,1.53,,2970193,8032281
30,76,,1.41,1.53,,2970193,8115598
76,152,,14.11,1.6,,2970193,8198914
41,71,,4.0,1.35,,2970194,7948968
71,97,,,,,2970194,8032285
0,10,,4.0,1.3,,2970194,8115601
10,41,,4.0,1.35,,2970194,8198917
8,25,,1.41,1.48,,2970195,7948972
25,152,,4.0,1.48,,2970195,8032289
0,8,,4.0,1.48,,2970195,8198921
135,152,,0.42,1.58,,2970197,7948977
0,46,,4.0,1.3,,2970197,8032293
46,71,,4.0,1.45,,2970197,8115610
71,135,,0.0,1.63,,2970197,8198926
71,135,,0.0,1.63,,2970198,7948980
135,152,,0.42,1.58,,2970198,8032297
0,46,,4.0,1.3,,2970198,8115613
46,71,,4.0,1.45,,2970198,8198929
38,91,,4.0,1.4,,2970199,8198933
91,102,,,,,2970199,7948984
0,38,,4.0,0.75,,2970199,8115617
0,53,,4.0,1.23,,2970200,8115620
53,157,,1.41,1.3,,2970200,8198936
0,36,,4.0,1.25,,2970201,7948989
36,51,,4.0,1.25,,2970201,8032306
51,71,,4.0,1.35,,2970201,8115623
71,152,,1.41,1.4,,2970201,8198939
58,66,,4.0,1.35,,2970202,7948993
66,152,,0.0,1.78,,2970202,8032310
0,38,,4.0,1.2,,2970202,8115626
38,58,,4.0,1.35,,2970202,8198942
38,58,,4.0,1.35,,2970203,7948996
58,66,,4.0,1.35,,2970203,8032313
66,152,,0.0,1.78,,2970203,8115630
0,38,,4.0,1.2,,2970203,8198945
0,46,,4.0,0.78,,2970204,8032316
46,94,,14.0,1.45,,2970204,8115633
94,104,,,,,2970204,8198949
81,119,,0.01,1.6,,2970206,7949006
0,28,,4.0,0.73,,2970206,8032322
119,152,,0.42,1.5,,2970206,8032323
28,51,,0.01,1.75,,2970206,8115639
51,81,,1.4,1.58,,2970206,8198955
104,152,,14.0,1.4,,2970207,7949010
0,33,,4.0,0.83,,2970207,8032326
33,43,,4.0,0.83,,2970207,8115643
43,104,,14.0,1.4,,2970207,8198959
0,30,,14.0,1.28,,2970208,8032330
30,58,,14.0,1.43,,2970208,8115647
58,152,,42.0,1.63,,2970208,8198963
0,8,,4.0,0.93,,2970209,7949017
8,61,,4.0,1.2,,2970209,8032334
61,152,,42.0,1.4,,2970209,8115651
51,152,,42.0,1.45,,2970210,7949021
0,13,,14.0,1.15,,2970210,8115654
13,51,,14.0,1.4,,2970210,8198970
94,104,,,,,2970211,8198974
0,46,,4.0,0.78,,2970211,8032341
46,94,,14.0,1.45,,2970211,8115658
46,84,,0.0,1.75,,2970212,7949029
122,152,,0.42,1.6,,2970212,8032345
84,122,,0.01,1.75,,2970212,8032346
0,5,,4.0,0.75,,2970212,8115662
5,46,,4.0,0.75,,2970212,8198978
38,86,48.0,4.0,1.4,,2970213,7949032
0,1,2.0,,,,2970213,8032348
86,107,20.0,14.0,1.48,,2970213,8032349
1,13,12.0,4.0,0.75,,2970213,8115665
107,114,,,,,2970213,8115666
13,38,25.0,4.0,0.75,,2970213,8198981
46,84,,0.0,1.75,,2970214,7949037
84,122,,0.01,1.75,,2970214,8032354
0,5,,4.0,0.75,,2970214,8115670
122,152,,0.42,1.6,,2970214,8115671
5,46,,4.0,0.75,,2970214,8198986
0,10,,4.0,0.75,,2970215,7949040
10,38,,4.0,0.75,,2970215,8032357
38,132,,1.4,1.55,,2970215,8115674
132,152,,4.0,1.55,,2970215,8198990
0,5,,4.0,0.78,,2970216,7949044
81,114,,0.42,1.6,,2970216,7949045
5,38,,4.0,0.78,,2970216,8032361
114,152,,0.42,1.6,,2970216,8032362
38,56,,4.0,1.55,,2970216,8115678
56,81,,0.42,1.6,,2970216,8198994
61,157,,4.0,1.45,,2970217,7949049
0,5,,4.0,0.78,,2970217,8032365
5,38,,4.0,0.78,,2970217,8115682
38,61,,4.0,1.45,,2970217,8198998
76,152,,4.0,1.4,,2970218,7949053
0,15,,4.0,0.75,,2970218,8032369
15,46,,4.0,0.75,,2970218,8115686
46,76,,4.0,1.4,,2970218,8199002
25,64,,1.41,1.35,,2970219,7949058
64,74,,,,,2970219,8032375
0,10,,4.0,1.2,,2970219,8115691
10,25,,1.41,1.25,,2970219,8199007
69,142,,0.42,1.4,,2970220,8199010
142,160,,0.42,1.4,,2970220,7949061
0,18,,4.0,1.2,,2970220,8032377
18,69,,1.41,1.3,,2970220,8115694
38,99,,4.0,1.35,,2970221,7949064
99,173,,14.11,1.4,,2970221,8032381
0,38,,4.0,1.23,,2970221,8199013
58,74,,1.41,1.3,,2970222,7949068
74,173,,1.41,1.38,,2970222,8032385
0,28,,4.0,1.2,,2970222,8115701
28,58,,4.0,1.2,,2970222,8199017
81,117,,0.0,1.65,,2970223,7949072
0,23,,4.0,1.3,,2970223,8032388
117,163,,1.41,1.55,,2970223,8032389
23,66,,4.0,1.38,,2970223,8115705
66,81,,4.0,1.45,,2970223,8199021
25,51,,1.41,1.4,,2970224,7949076
51,74,,1.41,1.4,,2970224,8032393
0,10,,4.0,1.3,,2970224,8115709
74,84,,,,,2970224,8115710
10,25,,4.0,1.35,,2970224,8199025
46,61,,4.0,1.33,,2970225,7949080
61,152,,1.41,1.4,,2970225,8032397
0,46,,4.0,1.28,,2970225,8199029
10,28,,4.0,1.25,,2970229,7949094
28,46,,4.0,1.3,,2970229,8032411
46,79,,14.11,1.4,,2970229,8115728
0,10,,4.0,1.25,,2970229,8199043
79,104,,,,,2970229,8199044
0,23,,4.0,1.3,,2970231,7949101
117,163,,1.41,1.55,,2970231,7949102
23,66,,4.0,1.38,,2970231,8032418
66,81,,4.0,1.45,,2970231,8115735
81,117,,0.0,1.65,,2970231,8199051
0,18,,4.0,1.23,,2970232,7949105
18,38,,4.0,1.23,,2970232,8032422
38,91,,1.41,1.35,,2970232,8115739
91,155,,1.41,1.35,,2970232,8199055
79,89,,,,,2970234,8032429
0,30,,4.0,1.18,,2970234,8199061
30,79,,1.4,1.5,,2970234,7949112
25,163,,14.0,1.5,,2970235,7949115
0,25,,4.0,1.5,,2970235,8199064
15,160,,0.42,1.15,,2970236,7949117
0,15,,0.42,1.1,,2970236,8199066
0,51,,4.0,1.2,,2970238,7949122
51,112,,1.4,1.4,,2970238,8032439
112,152,,1.4,1.43,,2970238,8115756
33,43,,,,,2970239,7949126
0,20,,4.0,1.4,,2970239,8115759
20,33,,1.4,1.5,,2970239,8199075
0,13,,4.0,1.33,,2970240,7949129
13,23,,,,,2970240,8032446
69,79,,0.42,,,2970241,7949132
0,20,,4.0,1.25,,2970241,8115765
20,69,,14.11,1.6,,2970241,8199081
56,66,,4.0,1.43,,2970243,7949139
66,152,,141.14,1.53,,2970243,8032456
0,15,,4.0,0.83,,2970243,8115772
15,56,,4.0,1.1,,2970243,8199088
0,28,,0.4234,1.45,,2971510,7953231
104,152,,141.1433,1.83,,2971510,7953232
28,76,,0.4234,1.5,,2971510,8036548
76,89,,14.1143,1.8,,2971510,8119865
89,104,,14.1143,1.8,,2971510,8203181
0,25,,4.2343,1.4,,2971511,8036551
25,152,,4.2343,1.45,,2971511,8119868
0,152,,,,,2971512,7953237
20,104,,4.2343,1.4,,2971513,7953240
104,114,,,,,2971513,8036557
0,20,,4.2343,1.4,,2971513,8203189
43,142,,1.4114,1.5,,2971514,7953243
142,152,,4.2343,1.5,,2971514,8036560
0,43,,4.2343,1.5,,2971514,8203192
0,20,,1.4114,1.25,,2971515,8036563
20,74,,0.4234,1.45,,2971515,8119880
74,152,,0.4234,1.4,,2971515,8203196
0,15,,4.2343,1.5,,2971516,7953249
15,61,,4.2343,1.55,,2971516,8036566
61,152,,4.2343,1.55,,2971516,8119883
0,20,,4.2343,1.25,,2971517,8036569
20,97,,4.2343,1.25,,2971517,8119886
97,152,,4.2343,1.25,,2971517,8203202
0,18,,4.2343,1.45,,2971518,7953255
18,71,,4.2343,1.5,,2971518,8036572
71,152,,141.1433,1.65,,2971518,8119889
36,43,,14.1143,,,2971519,7953258
43,152,,141.1433,,,2971519,8036575
0,15,,4.2343,,,2971519,8119891
15,36,,4.2343,,,2971519,8203207
0,15,,4.2343,,,2971520,7953261
15,36,,4.2343,,,2971520,8036578
36,43,,14.1143,,,2971520,8119895
43,152,,141.1433,,,2971520,8203211
0,56,,4.2343,1.24,,2971521,8119898
56,152,,4.2343,1.4,,2971521,8203214
0,10,,4.2343,1.25,,2971522,8036584
10,152,,4.2343,1.3,,2971522,8119901
0,18,,4.2343,1.4,,2971523,7953270
18,64,,4.2343,1.45,,2971523,8036587
64,152,,4.2343,1.55,,2971523,8119904
5,25,,4.2343,1.3,,2971524,7953273
25,152,,141.1433,1.3,,2971524,8036590
0,5,,4.2343,1.23,,2971524,8203222
30,64,,4.2343,1.1,,2971525,8203226
64,165,,,,,2971525,7953277
0,15,,4.2343,0.75,,2971525,8036593
15,30,,4.2343,0.9,,2971525,8119910
0,152,,,,,2971526,8036597
0,8,,4.2343,1.25,,2971527,7953283
8,25,,4.2343,1.2,,2971527,8036600
25,152,,4.2343,1.25,,2971527,8119917
91,152,,14.1143,1.63,,2971528,7953286
0,25,,4.2343,1.58,,2971528,8119919
25,91,,14.1143,1.63,,2971528,8203235
0,38,,4.2343,0.75,,2971529,8036606
38,89,,4.2343,1.45,,2971529,8119923
89,152,,14.1143,1.55,,2971529,8203239
152,163,,,,,2971529,7953290
89,152,,42.343,1.7,,2971530,7953293
0,20,,14.1143,1.65,,2971530,8119926
20,89,,14.1143,1.65,,2971530,8203242
0,30,,,,,2971531,8119930
30,41,,,,,2971531,8203246
18,48,,14.1143,1.3,,2971532,7953299
48,127,,42.343,1.5,,2971532,8036616
127,137,,,,,2971532,8119933
0,18,,14.1143,0.95,,2971532,8203248
5,38,,4.2343,0.78,,2971533,7953303
38,61,,4.2343,1.45,,2971533,8036620
61,157,,4.2343,1.45,,2971533,8119937
0,5,,4.2343,0.78,,2971533,8203252
0,33,,14.1143,0.8,,2971534,8036623
33,46,,14.1143,1.2,,2971534,8119940
46,127,,14.1143,1.48,,2971534,8203256
127,137,,,,,2971534,7953307
71,91,,4.2343,1.3,,2971535,7953310
91,102,,,,,2971535,8036627
0,30,,4.2343,1.25,,2971535,8119943
30,71,,4.2343,1.33,,2971535,8203259
76,152,,4.2343,1.4,,2971536,7953313
0,15,,4.2343,0.75,,2971536,8036629
15,46,,4.2343,0.75,,2971536,8119946
46,76,,4.2343,1.4,,2971536,8203262
30,51,,14.1143,1.48,,2971537,7953316
51,104,,,,,2971537,8036633
104,114,,,,,2971537,8119950
0,30,,14.1143,1.38,,2971537,8203265
5,36,,4.2343,0.75,,2971538,7953320
36,86,,4.2343,1.4,,2971538,8036637
86,119,,14.1143,1.48,,2971538,8119954
0,5,,4.2343,0.75,,2971538,8203269
119,130,,,,,2971538,8203270
107,178,,1.4114,1.55,,2971539,7953324
0,18,,4.2343,0.85,,2971539,8036640
18,38,,4.2343,0.85,,2971539,8119957
38,107,,1.4114,1.45,,2971539,8203273
89,145,,0.4234,1.55,,2971540,7953327
145,234,,0.4234,1.45,,2971540,8036644
0,28,,4.2343,0.85,,2971540,8119960
28,89,,4.2343,1.58,,2971540,8203276
130,152,,0.4234,1.5,,2971541,7953331
0,15,,4.2343,1.3,,2971541,8036647
15,53,,4.2343,1.3,,2971541,8119964
53,130,,4.2343,1.35,,2971541,8203280
81,152,,14.11,1.35,,2970368,7949578
0,15,,4.23,1.3,,2970368,8116211
15,81,,4.23,1.3,,2970368,8199527
152,178,,14.11,1.53,,2970339,8199427
0,18,,4.0,1.28,,2970339,7949477
18,135,,1.41,1.38,,2970339,8032794
135,152,,1.41,1.53,,2970339,8116111
102,127,,,,,2970338,7949473
0,8,,14.11,1.53,,2970338,8116106
8,102,,14.11,1.6,,2970338,8199422
56,81,,,,,2970337,7949470
81,91,,,,,2970337,8032787
0,23,,14.11,1.65,,2970337,8116103
23,56,,14.11,1.75,,2970337,8199419
53,152,,141.14,1.65,,2970335,7949464
0,23,,4.0,1.45,,2970335,8116097
23,53,,4.0,1.5,,2970335,8199413
0,23,,4.23,1.33,,2970334,8116094
23,152,,1.41,1.38,,2970334,8199410
10,28,,1.41,1.45,,2970333,7949457
28,43,,0.0,1.4,,2970333,8032773
43,152,,,,,2970333,8116090
0,10,,4.23,1.45,,2970333,8199406
0,18,,4.23,1.3,,2970332,7949453
18,43,,0.42,1.25,,2970332,8032770
43,58,,14.11,1.43,,2970332,8116087
58,84,,,,,2970332,8199403
91,152,,,,,2970331,7949450
0,30,,4.23,1.3,,2970331,8032766
30,66,,1.41,1.38,,2970331,8116083
66,91,,1.41,1.48,,2970331,8199399
43,152,,,,,2970330,7949446
0,10,,4.23,1.45,,2970330,8032762
10,28,,1.41,1.45,,2970330,8116079
28,43,,0.0,1.4,,2970330,8199395
61,71,,,,,2970329,7949442
0,23,,14.11,1.38,,2970329,8032758
23,53,,1.41,1.3,,2970329,8116075
53,61,,,,,2970329,8199391
13,71,,1.41,1.35,,2970321,8199359
71,86,,4.23,1.43,,2970321,7949410
86,97,,,,,2970321,8032727
0,13,,4.23,1.45,,2970321,8116043
0,18,,42.34,1.6,,2970320,7949406
18,104,,141.14,1.6,,2970320,8032723
104,142,,141.14,1.6,,2970320,8116040
142,152,,,,,2970320,8199356
51,122,,4.23,1.3,,2970319,7949403
0,10,,14.11,1.3,,2970319,8032719
122,147,,,,,2970319,8032720
10,28,,1.41,1.3,,2970319,8116036
28,51,,1.41,1.3,,2970319,8199352
41,48,,4.23,1.63,,2970318,7949399
48,56,,0.0,,,2970318,8032716
0,20,,1.41,1.55,,2970318,8116032
56,81,,0.0,,,2970318,8116033
20,41,,1.41,1.58,,2970318,8199348
64,71,,,,,2970317,7949395
0,8,,4.23,1.45,,2970317,8032711
71,97,,,,,2970317,8032712
8,18,,1.41,1.4,,2970317,8116028
18,64,,0.0,1.35,,2970317,8199344
25,58,,1.41,1.5,,2970316,7949391
58,152,,14.11,1.55,,2970316,8032708
0,25,,4.23,1.5,,2970316,8199340
53,152,,42.34,1.4,,2970315,7949387
0,23,,4.23,1.3,,2970315,8116020
23,53,,1.41,1.38,,2970315,8199336
51,76,,4.23,1.45,,2970314,7949383
76,97,,,,,2970314,8032700
0,8,,1.41,1.45,,2970314,8116016
97,152,,141.14,1.65,,2970314,8116017
8,51,,1.41,1.45,,2970314,8199332
64,107,,14.11,1.6,,2970313,7949379
107,117,,,,,2970313,8032696
0,28,,4.23,1.45,,2970313,8116012
28,64,,1.41,1.45,,2970313,8199328
10,41,,4.0,1.55,,2970312,7949375
41,56,,,,,2970312,8032692
56,152,,4.0,1.55,,2970312,8116009
0,10,,4.0,1.45,,2970312,8199324
0,8,,4.0,1.4,,2970311,7949371
69,152,,42.34,1.65,,2970311,7949372
8,25,,1.41,1.38,,2970311,8032688
25,41,,1.41,1.43,,2970311,8116005
41,69,,14.11,1.55,,2970311,8199321
25,41,,1.41,1.43,,2970310,7949368
41,69,,14.11,1.55,,2970310,8032685
0,8,,4.0,1.4,,2970310,8116001
69,152,,42.34,1.65,,2970310,8116002
8,25,,1.41,1.38,,2970310,8199317
0,25,,4.0,1.4,,2970309,8115998
25,152,,4.0,1.45,,2970309,8199314
150,178,,1.4,1.2,,2970308,7949362
13,69,,1.4,1.3,,2970308,8032678
69,122,,1.4,1.3,,2970308,8115995
122,150,,0.42,1.3,,2970308,8199311
0,13,,1.4,1.25,,2970308,7949361
5,61,,4.0,1.38,,2970307,7949358
61,114,,14.0,1.48,,2970307,8032675
114,152,,,,,2970307,8115992
0,5,,4.0,1.13,,2970307,8199307
132,178,,,,,2970305,7949351
0,15,,4.0,1.1,,2970305,8032667
15,46,,4.0,1.3,,2970305,8115984
46,132,,14.0,1.55,,2970305,8199300
41,137,,14.0,1.48,,2970304,7949347
137,152,,,,,2970304,8032664
0,23,,4.0,1.13,,2970304,8115980
23,41,,4.0,1.38,,2970304,8199296
0,13,,4.0,1.33,,2970303,7949343
13,33,,4.0,1.45,,2970303,8032660
33,112,,4.0,1.55,,2970303,8115977
112,170,,1.4,1.55,,2970303,8199293
46,61,,4.0,1.43,,2970302,7949340
61,152,,4.0,1.48,,2970302,8032657
0,15,,4.0,1.3,,2970302,8115973
15,46,,4.0,1.33,,2970302,8199289
46,74,,14.0,1.2,,2970301,7949336
74,91,,14.0,1.4,,2970301,8032653
0,25,,14.0,1.0,,2970301,8115969
91,152,,1.4,1.95,,2970301,8115970
25,46,,14.0,1.15,,2970301,8199285
81,152,,14.0,1.4,,2970300,7949332
0,25,,4.0,1.25,,2970300,8115965
25,81,,4.0,1.4,,2970300,8199281
23,38,,4.0,1.38,,2970299,7949328
38,109,,0.42,1.38,,2970299,8032645
109,152,,0.42,1.35,,2970299,8115962
0,23,,4.0,1.1,,2970299,8199277
0,41,,42.0,1.58,,2970298,8032641
41,58,,141.0,1.63,,2970298,8115958
58,69,,,,,2970298,8199274
43,76,,14.0,1.58,,2970297,7949321
76,86,,,,,2970297,8032638
0,43,,14.0,1.48,,2970297,8199270
0,18,,42.0,1.55,,2970295,7949315
18,38,,42.0,1.55,,2970295,8032632
38,48,,0.42,,,2970295,8199264
0,10,,4.0,1.4,,2970294,7949311
10,25,,1.41,1.4,,2970294,8032628
25,51,,1.41,1.4,,2970294,8115945
51,152,,4.0,1.4,,2970294,8199261
33,48,,1.41,1.55,,2970293,7949308
48,74,,1.41,1.58,,2970293,8032625
0,8,,4.0,1.48,,2970293,8115941
74,152,,4.0,1.58,,2970293,8115942
8,33,,4.0,1.5,,2970293,8199257
0,8,,4.0,1.05,,2970292,8032622
8,66,,4.0,1.05,,2970292,8115939
66,152,,4.0,1.05,,2970292,8199255
33,41,,14.11,1.55,,2970291,7949303
41,51,,,,,2970291,8032620
0,8,,4.0,1.48,,2970291,8115936
8,33,,4.0,1.55,,2970291,8199252
94,107,,0.0,,,2970290,8032616
10,38,,1.41,1.45,,2970290,8115932
38,61,,0.42,1.3,,2970290,8199248
61,94,,0.42,1.3,,2970290,7949299
0,10,,4.23,1.45,,2970290,8032615
0,53,,14.11,1.08,,2970289,8032612
53,140,,14.11,1.18,,2970289,8115929
140,165,,,,,2970289,8199245
0,28,,1.41,1.3,,2970288,7949292
28,53,,1.41,1.3,,2970288,8032609
53,102,,42.34,1.5,,2970288,8115926
102,152,,141.14,1.6,,2970288,8199242
0,41,,4.23,1.25,,2970287,7949288
41,97,,4.23,1.25,,2970287,8032605
97,152,,4.23,1.25,,2970287,8115922
0,23,,4.23,1.25,,2970286,8032601
23,152,,0.42,1.4,,2970286,8115918
76,86,,,,,2970285,7949281
0,13,,4.23,1.3,,2970285,8032597
13,48,,4.23,1.3,,2970285,8115914
48,76,,1.41,1.3,,2970285,8199230
0,13,,0.42,1.5,,2970284,7949277
13,160,,0.0,1.43,,2970284,8032594
15,64,,4.23,1.35,,2970283,8032590
64,114,,1.41,1.4,,2970283,8115907
114,152,,4.23,1.4,,2970283,8199223
0,15,,4.23,1.28,,2970283,7949273
0,25,,4.23,1.3,,2970282,8115904
25,152,,4.23,1.3,,2970282,8199220
43,97,,14.11,1.4,,2970281,7949267
97,168,,14.11,1.4,,2970281,8032584
0,43,,14.11,1.4,,2970281,8199216
28,38,,,,,2970280,7949264
0,5,,4.23,1.3,,2970280,8032580
5,18,,4.23,1.4,,2970280,8115897
18,28,,4.23,1.4,,2970280,8199213
36,71,,4.23,1.25,,2970279,7949260
109,152,,14.11,1.43,,2970279,8032577
71,109,,4.23,1.3,,2970279,8115893
0,36,,4.23,1.25,,2970279,8199209
0,38,,4.23,1.4,,2970278,7949257
38,152,,4.23,1.45,,2970278,8032574
0,8,,1.41,1.3,,2970277,8032570
8,33,,1.41,1.4,,2970277,8115887
33,152,,1.41,1.4,,2970277,8199203
0,18,,4.23,1.25,,2970276,8032567
18,41,,4.23,1.25,,2970276,8115884
41,152,,4.23,1.25,,2970276,8199200
0,23,,4.23,1.15,,2970275,8032564
23,152,,0.42,1.25,,2970275,8115881
0,20,,4.23,1.2,,2970274,7949245
20,91,,4.23,1.3,,2970274,8032562
91,152,,4.23,1.3,,2970274,8115879
0,30,,1.41,1.45,,2970273,7949242
30,41,,4.0,1.35,,2970273,8032559
41,102,,0.42,1.3,,2970273,8115876
102,152,,1.41,1.45,,2970273,8199192
61,132,,1.41,1.4,,2970272,8032556
132,152,,1.41,1.45,,2970272,8115873
0,61,,4.0,1.35,,2970272,8199189
41,56,,0.42,1.48,,2970271,7949236
56,89,,4.0,1.28,,2970271,8032553
0,8,,4.0,1.2,,2970271,8115869
89,130,,,,,2970271,8115870
8,41,,1.41,1.28,,2970271,8199185
130,140,,,,,2970271,8199186
8,23,,1.41,1.4,,2970270,7949232
23,71,,0.42,1.3,,2970270,8032549
71,97,,,,,2970270,8115866
0,8,,1.41,1.4,,2970270,8199181
46,130,,42.0,1.58,,2970269,7949228
0,8,,4.0,1.43,,2970269,8032544
130,140,,,,,2970269,8032545
8,36,,1.41,1.48,,2970269,8115861
36,46,,,,,2970269,8199177
15,28,,1.41,1.35,,2970268,7949223
28,178,,0.42,1.45,,2970268,8032540
0,15,,4.0,1.45,,2970268,8199172
25,58,,4.0,1.5,,2970267,7949219
58,86,,14.11,1.45,,2970267,8032536
86,152,,,,,2970267,8115853
0,25,,4.0,1.25,,2970267,8199168
76,107,,4.0,1.4,,2970266,7949215
0,13,,4.0,1.4,,2970266,8032531
107,152,,,,,2970266,8032532
13,30,,1.41,1.35,,2970266,8115848
30,76,,0.42,1.25,,2970266,8199164
23,46,,1.41,1.5,,2970265,7949210
46,66,,1.41,1.5,,2970265,8032527
66,132,,1.41,1.5,,2970265,8115844
0,23,,4.0,1.5,,2970265,8199159
132,173,,14.11,1.55,,2970265,8199160
41,109,,0.42,1.35,,2970264,7949206
109,152,,0.0,1.35,,2970264,8032523
0,10,,4.0,1.48,,2970264,8115839
10,41,,4.0,1.4,,2970264,8199155
25,86,,141.0,1.85,,2970263,7949202
86,152,,141.0,1.9,,2970263,8032519
0,25,,42.0,1.68,,2970263,8199151
102,142,,141.0,1.6,,2970262,7949199
142,152,,,,,2970262,8032516
0,15,,42.0,1.55,,2970262,8115832
15,102,,42.0,1.6,,2970262,8199148
41,107,,42.0,1.65,,2970261,7949196
107,152,,42.0,1.65,,2970261,8032513
0,41,,42.0,1.55,,2970261,8199145
0,33,,14.0,1.53,,2970260,7949192
33,89,,14.0,1.53,,2970260,8032509
89,140,,42.0,1.8,,2970260,8115826
140,152,,4.0,1.65,,2970260,8199142
0,25,,42.0,1.68,,2970259,7949189
25,86,,141.0,1.85,,2970259,8032506
86,152,,141.0,1.9,,2970259,8115823
76,86,,,,,2970257,7949184
0,23,,14.0,1.45,,2970257,8032500
23,61,,14.0,1.55,,2970257,8115817
61,76,,42.0,1.68,,2970257,8199133
0,46,,1.4,1.38,,2970256,7949180
46,64,,1.4,1.45,,2970256,8032497
64,74,,,,,2970256,8115814
117,152,,42.0,1.75,,2970255,7949178
0,61,,4.0,1.55,,2970255,8115811
61,117,,14.0,1.65,,2970255,8199127
56,89,,0.0,1.35,,2970254,7949174
89,163,,0.0,1.35,,2970254,8032491
0,15,,0.42,1.45,,2970254,8115807
15,56,,0.0,1.35,,2970254,8199123
0,20,,4.0,1.08,,2970253,7949171
20,145,,1.4,1.3,,2970253,8032488
145,160,,1.4,1.38,,2970253,8115805
0,28,,4.0,0.95,,2970252,7949168
28,51,,4.0,1.43,,2970252,8032485
51,168,,0.01,1.68,,2970252,8115802
127,152,,42.0,1.6,,2970251,8115799
0,30,,4.0,1.45,,2970251,7949165
30,127,,1.4,1.55,,2970251,8032482
66,152,,42.34,1.43,,2970250,7949162
0,20,,4.0,0.83,,2970250,8032478
20,46,,4.0,0.83,,2970250,8115795
46,66,,4.0,1.45,,2970250,8199111
61,107,,1.41,1.48,,2970247,8032468
107,152,,14.11,1.5,,2970247,8115785
0,33,,4.0,1.1,,2970247,8199100
33,61,,4.0,1.48,,2970247,7949151
0,152,,,,,2971542,7953334
0,23,,4.2343,1.4,,2971543,7953336
23,51,,4.2343,1.4,,2971543,8036653
51,84,,4.2343,1.4,,2971543,8119970
84,152,,0.0,1.63,,2971543,8203286
46,71,,4.2343,1.45,,2971544,7953339
71,91,,0.0,1.63,,2971544,8036656
91,157,,0.4234,1.58,,2971544,8119973
0,46,,4.2343,1.3,,2971544,8203288
18,66,,4.2343,1.45,,2971545,7953343
66,86,,1.4114,1.55,,2971545,8036660
86,104,,,,,2971545,8119977
0,18,,4.2343,1.45,,2971545,8203292
104,152,,14.1143,1.55,,2971545,8203293
30,152,,4.2343,1.45,,2971546,8119980
0,30,,4.2343,1.4,,2971546,8036663
5,18,,4.2343,1.43,,2971547,7953349
18,86,,4.2343,1.48,,2971547,8036666
86,97,,,,,2971547,8119983
0,5,,4.2343,1.35,,2971547,8203298
46,56,,,,,2971548,7953353
0,18,,4.2343,1.4,,2971548,8119986
18,46,,4.2343,1.53,,2971548,8203302
127,137,,,,,2971549,7953357
0,18,,14.1143,0.95,,2971549,8036673
18,48,,14.1143,1.3,,2971549,8119990
48,127,,42.343,1.5,,2971549,8203306
18,48,,14.1143,1.3,,2971550,7953359
48,127,,42.343,1.5,,2971550,8036676
127,137,,,,,2971550,8119993
0,18,,14.1143,0.95,,2971550,8203308
25,64,,14.1143,1.45,,2971551,7953363
64,102,,14.1143,1.48,,2971551,8036680
102,112,,,,,2971551,8119997
0,25,,4.2343,0.8,,2971551,8203312
38,89,,4.2343,1.45,,2971552,7953367
89,152,,14.1143,1.55,,2971552,8036684
152,163,,,,,2971552,8120001
0,38,,4.2343,0.75,,2971552,8203316
20,142,,4.2343,1.4,,2971553,8120003
142,152,,4.2343,1.4,,2971553,8203319
0,20,,4.2343,1.3,,2971553,8036686
0,51,,14.1143,1.25,,2971554,7953372
51,152,,42.343,1.4,,2971554,8036689
46,152,,4.2343,1.5,,2971555,7953375
0,46,,4.2343,1.3,,2971555,8203324
0,25,,,1.1,,2971556,8036694
25,152,,,,,2971556,8120011
5,38,,4.2343,0.75,,2971557,7953381
38,66,,4.2343,1.4,,2971557,8036698
66,152,,14.1143,1.5,,2971557,8120015
0,5,,4.2343,0.75,,2971557,8203330
