textureName,CHtxtgrpKEY,CHTXTKEY,CHKEY,AvaWaterCon,MUKEY,ComponentPercent,MajorComponent,COKEY,TopDepth,BottomDepth,HorizonDepth,ksat_r,dbthirdbar_r,dbfifteenbar_r
Very fine sandy loam,15433928,15494996,8240215,4,661727,2,Yes,3034846,119,152,,4.0,1.55,
Silt loam,15285756,15911212,8240215,4,661727,2,Yes,3034846,119,152,,4.0,1.55,
Fine sand,15433944,15495000,8240260,0,661746,5,Yes,2983048,10,114,,42.34,1.6,
Loamy fine sand,15582116,15532839,8240260,0,661746,5,Yes,2983048,10,114,,42.34,1.6,
Silty clay loam,15433945,15646344,8240262,0,661747,8,Yes,3060768,43,142,,1.41,1.4,
Silt loam,15285773,15608529,8240262,0,661747,8,Yes,3060768,43,142,,1.41,1.4,
Silt loam,15433962,15797692,8240304,0,661767,6,Yes,2983062,0,20,,4.0,1.45,
Loam,15433963,15949036,8240307,0,661768,64,Yes,3060782,20,97,,4.0,1.33,
Sandy loam,15730306,15722037,8240307,0,661768,64,Yes,3060782,20,97,,4.0,1.33,
Sandy loam,15582135,15532844,8240307,0,661768,64,Yes,3060782,20,97,,4.0,1.33,
Clay,15433993,15646356,8240372,7,661806,9,Yes,2983083,48,152,,0.0,1.3,
Silty clay loam,15730335,15873388,8240372,7,661806,9,Yes,2983083,48,152,,0.0,1.3,
Silty clay,15285821,15759885,8240372,7,661806,9,Yes,2983083,48,152,,0.0,1.3,
Loam,15433994,15797700,8240376,0,661809,8,Yes,3034898,0,10,,4.0,1.48,
Loam,15433995,15949044,8240380,0,661812,7,Yes,3034899,0,5,,4.0,1.3,
Silty clay,15433996,15495013,8240384,0,661813,7,Yes,3034900,0,13,,0.42,1.2,
Loam,15434026,15797708,8240454,0,661858,17,Yes,3060829,25,107,,4.0,1.4,
Fine sandy loam,15730369,15570709,8240454,0,661858,17,Yes,3060829,25,107,,4.0,1.4,
Loam,15582198,15986892,8240454,0,661858,17,Yes,3060829,25,107,,4.0,1.4,
Sandy loam,15434027,15949052,8240455,0,661858,5,Yes,2983110,94,132,,14.11,1.4,
Coarse sandy loam,15285855,15608550,8240455,0,661858,5,Yes,2983110,94,132,,14.11,1.4,
Loamy coarse sand,15582199,15532861,8240455,0,661858,5,Yes,2983110,94,132,,14.11,1.4,
,15434028,15495021,8240458,0,661862,14,Yes,2983111,58,69,,,,
Silty clay loam,15434029,15646365,8240461,0,661867,25,Yes,3060831,18,43,,0.42,1.43,
Silty clay,15730372,16024741,8240461,0,661867,25,Yes,3060831,18,43,,0.42,1.43,
Clay,15582201,15835549,8240461,0,661867,25,Yes,3060831,18,43,,0.42,1.43,
Sandy clay loam,15434030,15797709,8240463,0,661867,2,Yes,3009019,25,61,,1.41,1.6,
Sandy clay loam,15582202,15986893,8240463,0,661867,2,Yes,3009019,25,61,,1.41,1.6,
Clay loam,15434043,15949056,8240492,0,661864,9,Yes,3034933,51,84,,1.41,1.5,
Sandy clay loam,15730385,15570713,8240492,0,661864,9,Yes,3034933,51,84,,1.41,1.5,
Clay loam,15285871,15608554,8240492,0,661864,9,Yes,3034933,51,84,,1.41,1.5,
Clay loam,15434044,15495025,8240494,0,661874,7,Yes,3009027,36,84,,1.41,1.5,
Sandy clay loam,15730387,15873401,8240494,0,661874,7,Yes,3009027,36,84,,1.41,1.5,
Loam,15582216,15684209,8240494,0,661874,7,Yes,3009027,36,84,,1.41,1.5,
Loam,15434045,15646369,8240496,0,661876,5,Yes,3060840,0,10,,4.0,1.55,
Clay,15434046,15797713,8240498,0,661877,7,Yes,3009028,43,84,,0.42,1.45,
Clay loam,15582218,15986897,8240498,0,661877,7,Yes,3009028,43,84,,0.42,1.45,
Clay,15434060,15495029,8240530,0,661919,8,Yes,3060851,53,152,,1.41,1.4,
Clay loam,15285888,15759902,8240530,0,661919,8,Yes,3060851,53,152,,1.41,1.4,
Sandy clay loam,15434061,15646373,8240532,0,661930,6,Yes,3034946,15,48,,1.41,1.45,
Clay loam,15730403,16024749,8240532,0,661930,6,Yes,3034946,15,48,,1.41,1.45,
Loam,15285889,15911246,8240532,0,661930,6,Yes,3034946,15,48,,1.41,1.45,
Clay loam,15434062,15797717,8240535,0,661931,1,Yes,3034947,18,64,,1.41,1.35,
Clay loam,15285890,15457215,8240535,0,661931,1,Yes,3034947,18,64,,1.41,1.35,
Loam,15434063,15949061,8240539,0,661933,5,Yes,2983135,0,36,,4.0,1.2,
Fine sandy loam,15434076,15646377,8240569,0,661913,4,Yes,2983145,36,81,,14.11,1.55,
Loam,15285904,15759906,8240569,0,661913,4,Yes,2983145,36,81,,14.11,1.55,
Loamy coarse sand,15434077,15797721,8240571,0,661912,10,Yes,3034959,76,152,,14.11,1.6,
Sand,15730419,16024753,8240571,0,661912,10,Yes,3034959,76,152,,14.11,1.6,
Sandy loam,15285905,15911250,8240571,0,661912,10,Yes,3034959,76,152,,14.11,1.6,
Coarse sandy loam,15434078,15949065,8240575,0,661911,6,Yes,3060866,0,20,,14.11,1.3,
Loam,15434079,15495034,8240577,0,662079,8,Yes,3009054,0,20,,4.0,1.25,
Clay loam,15434080,15646378,8240580,0,662080,12,Yes,3060867,122,152,,1.41,1.05,
Clay loam,15285908,15759907,8240580,0,662080,12,Yes,3060867,122,152,,1.41,1.05,
Clay,15582252,15684218,8240580,0,662080,12,Yes,3060867,122,152,,1.41,1.05,
Sandy loam,15434093,15797725,8240610,0,662062,43,No ,3009064,23,64,,14.0,1.18,
Sandy loam,15434094,15949069,8240612,0,662065,7,No ,3009065,13,66,,4.0,1.15,
Loam,15730437,16024758,8240612,0,662065,7,No ,3009065,13,66,,4.0,1.15,
Sandy loam,15582266,15986909,8240612,0,662065,7,No ,3009065,13,66,,4.0,1.15,
Sandy loam,15434095,15495038,8240613,0,662066,18,No ,3034972,43,104,,14.0,1.4,
Sandy loam,15285923,15608567,8240613,0,662066,18,No ,3034972,43,104,,14.0,1.4,
Silt loam,15434096,15646382,8240615,0,662064,3,No ,3009066,0,33,,4.0,0.83,
Coarse sandy loam,15434110,15949073,8240642,0,662012,49,Yes,2983167,53,69,15.0,4.0,1.4,
Sandy loam,15434111,15495042,8240642,0,662012,49,Yes,2983167,53,69,15.0,4.0,1.4,
Loam,15730452,16024762,8240642,0,662012,49,Yes,2983167,53,69,15.0,4.0,1.4,
Sandy loam,15730453,15570731,8240642,0,662012,49,Yes,2983167,53,69,15.0,4.0,1.4,
Loam,15285938,15457227,8240642,0,662012,49,Yes,2983167,53,69,15.0,4.0,1.4,
Fine sandy loam,15285939,15608571,8240642,0,662012,49,Yes,2983167,53,69,15.0,4.0,1.4,
Loam,15582282,15986913,8240642,0,662012,49,Yes,2983167,53,69,15.0,4.0,1.4,
Fine sandy loam,15582283,15532882,8240642,0,662012,49,Yes,2983167,53,69,15.0,4.0,1.4,
Silt loam,15434112,15646386,8240644,0,662012,7,No ,3009074,81,114,,0.42,1.6,
Silty clay loam,15285940,15759915,8240644,0,662012,7,No ,3009074,81,114,,0.42,1.6,
Clay loam,15582284,15684226,8240644,0,662012,7,No ,3009074,81,114,,0.42,1.6,
Loam,15434113,15797730,8240645,0,662013,25,No ,3034981,38,61,,4.0,1.45,
Loam,15730455,15873419,8240645,0,662013,25,No ,3034981,38,61,,4.0,1.45,
Silt loam,15285941,15911259,8240645,0,662013,25,No ,3034981,38,61,,4.0,1.45,
Silty clay loam,15434127,15495046,8240672,0,661969,7,Yes,3034988,74,86,,1.41,1.25,
Clay loam,15285955,15608575,8240672,0,661969,7,Yes,3034988,74,86,,1.41,1.25,
Silty clay loam,15582299,15532886,8240672,0,661969,7,Yes,3034988,74,86,,1.41,1.25,
Silt loam,15148828,15422212,7932423,0,661632,6,No ,3016849,0,25,,4.2343,1.08,
Silty clay loam,15148829,15573556,7932426,0,661633,2,No ,3016850,36,104,,4.2343,1.45,
Silt loam,15297001,15460054,7932426,0,661633,2,No ,3016850,36,104,,4.2343,1.45,
Loamy sand,15148830,15724900,7932428,0,661635,3,No ,2965037,53,152,,42.343,1.23,
Sandy loam,15593344,15687048,7932428,0,661635,3,No ,2965037,53,152,,42.343,1.23,
Loamy sand,15297002,15611398,7932428,0,661635,3,No ,2965037,53,152,,42.343,1.23,
Loam,15148831,15876244,7932431,0,661641,2,No ,2965038,89,152,,4.2343,1.35,
Loam,15445175,15497870,7932431,0,661641,2,No ,2965038,89,152,,4.2343,1.35,
Sandy loam,15297003,15762742,7932431,0,661641,2,No ,2965038,89,152,,4.2343,1.35,
Clay loam,15148845,15724904,7932469,0,661808,3,No ,2990957,33,58,,1.4114,,
Clay loam,15593359,15535708,7932469,0,661808,3,No ,2990957,33,58,,1.4114,,
Loam,15297017,15460058,7932469,0,661808,3,No ,2990957,33,58,,1.4114,,
,15148846,15876248,7932472,0,661811,25,No ,3016865,0,152,,,,
Fine sandy loam,15419584,15945367,8207961,0,666913,3,No ,2998900,8,157,,14.1143,1.6,
Sandy loam,15567756,15680522,8207961,0,666913,3,No ,2998900,8,157,,14.1143,1.6,
Sand,15421104,15491722,8211160,0,670345,11,Yes,2999917,76,213,,141.1433,,
Sand,15421104,15643066,8211160,0,670345,11,Yes,2999917,76,213,,141.1433,,
Clay loam,15421106,15945754,8211165,0,670347,1,Yes,3025825,8,18,,1.4114,1.4,
Clay loam,15272934,15453896,8211165,0,670347,1,Yes,3025825,8,18,,1.4114,1.4,
Loamy sand,15422869,15946205,8215183,0,674303,35,Yes,2975274,25,58,,42.343,1.4,
Silty clay,15422883,15643521,8215216,0,674336,10,No ,3053004,0,18,,0.0,1.25,
Silty clay,15423494,15795019,8216601,0,675765,1,No ,3027527,61,107,,0.4234,1.55,
Silty clay loam,15571666,15530172,8216601,0,675765,1,No ,3027527,61,107,,0.4234,1.55,
Silt loam,15423496,15492332,8216605,0,675768,24,No ,2975715,28,38,,4.2343,1.33,
Silt loam,15719838,15719366,8216605,0,675768,24,No ,2975715,28,38,,4.2343,1.33,
Loam,15275324,15605853,8216605,0,675768,24,No ,2975715,28,38,,4.2343,1.33,
Fine sandy loam,15423503,15946365,8216620,0,675772,2,No ,3001626,107,142,,1.4114,1.5,
Clay loam,15719845,15568024,8216620,0,675772,2,No ,3001626,107,142,,1.4114,1.5,
Sandy loam,15275331,15605855,8216620,0,675772,2,No ,3001626,107,142,,1.4114,1.5,
Silt loam,15424630,15643964,8219296,0,661637,20,Yes,2976526,0,53,,4.0,1.3,
Loam,15424632,15946652,8219303,0,661642,14,Yes,3028342,20,41,,4.23,1.3,
Silt loam,15424639,15795310,8219323,0,661690,31,Yes,2976536,0,18,,4.0,1.33,
Silt loam,15424646,15643968,8219341,0,661697,3,Yes,3028355,30,66,,1.41,1.35,
Silty clay loam,15720988,15871004,8219341,0,661697,3,Yes,3028355,30,66,,1.41,1.35,
Clay loam,15276474,15908834,8219341,0,661697,3,Yes,3028355,30,66,,1.41,1.35,
Silt loam,15424648,15946656,8219345,0,661706,4,Yes,3028356,53,152,,4.0,1.5,
Loam,15720990,15568317,8219345,0,661706,4,Yes,3028356,53,152,,4.0,1.5,
Coarse sandy loam,15276476,15606147,8219345,0,661706,4,Yes,3028356,53,152,,4.0,1.5,
Sandy loam,15424650,15795313,8219349,0,661709,8,Yes,2976544,0,30,,14.11,1.3,
,15424655,15946658,8219360,0,661715,6,Yes,2976548,48,58,,,,
Very fine sandy loam,15424657,15643971,8219364,0,661719,20,Yes,3028363,25,36,,4.0,1.4,
Silt loam,15276485,15757493,8219364,0,661719,20,Yes,3028363,25,36,,4.0,1.4,
Fine sandy loam,15572829,15984500,8219364,0,661719,20,Yes,3028363,25,36,,4.0,1.4,
,15424664,15492629,8219378,0,661723,1,Yes,3054273,38,48,,,,
Sandy loam,15424666,15795317,8219383,2,661726,22,Yes,3054274,25,58,,14.11,1.5,
Fine sandy loam,15276494,15908839,8219383,2,661726,22,Yes,3054274,25,58,,14.11,1.5,
Sandy loam,15424673,15643975,8219401,0,661730,26,Yes,3054279,74,89,,4.0,1.6,
Fine sandy loam,15424675,15946663,8219408,0,661731,14,Yes,3028375,18,64,,14.11,1.55,
Silt loam,15424680,15492633,8219426,0,661743,6,Yes,2976568,0,25,,4.0,1.3,
Loamy coarse sand,15424689,15643979,8219453,0,661754,3,Yes,3054296,13,152,,42.34,1.55,
Sand,15721032,15568328,8219453,0,661754,3,Yes,3054296,13,152,,42.34,1.55,
Loamy sand,15572861,15984508,8219453,0,661754,3,Yes,3054296,13,152,,42.34,1.55,
,15424691,15946667,8219457,0,661755,4,Yes,3054297,30,41,,,,
Clay loam,15424700,15492638,8219481,0,661769,26,Yes,3028400,15,38,,1.41,1.45,
Clay loam,15572872,15833167,8219481,0,661769,26,Yes,3028400,15,38,,1.41,1.45,
Loam,15424705,15795327,8219496,0,661793,6,Yes,3054311,127,165,,42.0,1.65,
Sandy loam,15276533,15454818,8219496,0,661793,6,Yes,3054311,127,165,,42.0,1.65,
Silt loam,15424714,15492642,8219516,0,661771,32,Yes,3002505,86,117,,4.0,1.4,
Loam,15276542,15606164,8219516,0,661771,32,Yes,3002505,86,117,,4.0,1.4,
Loam,15572886,15530483,8219516,0,661771,32,Yes,3002505,86,117,,4.0,1.4,
Sand,15424716,15795330,8219520,0,661774,8,Yes,3002506,58,155,,141.14,1.5,
Loamy sand,15721058,16022366,8219520,0,661774,8,Yes,3002506,58,155,,141.14,1.5,
Loamy sand,15276544,15908852,8219520,0,661774,8,Yes,3002506,58,155,,141.14,1.5,
,15424723,15643988,8219539,0,661804,1,Yes,2976605,69,91,,,,
Loam,15424725,15946676,8219544,7,661806,7,Yes,3028420,8,81,,4.0,1.33,
Clay loam,15572897,15530486,8219544,7,661806,7,Yes,3028420,8,81,,4.0,1.33,
Sandy clay loam,15424730,15492646,8219559,0,661826,6,Yes,3054330,30,56,,4.0,1.35,
Fine sandy loam,15276558,15606168,8219559,0,661826,6,Yes,3054330,30,56,,4.0,1.35,
Loam,15572902,15681831,8219559,0,661826,6,Yes,3054330,30,56,,4.0,1.35,
Loamy fine sand,15424732,15795334,8219562,0,661826,2,Yes,3028425,0,20,,141.0,1.5,
Loamy very fine sand,15424739,15643992,8219576,0,661835,7,Yes,3002522,74,163,,14.11,1.35,
Very fine sandy loam,15721081,15871028,8219576,0,661835,7,Yes,3002522,74,163,,14.11,1.35,
Silt loam,15276567,15757514,8219576,0,661835,7,Yes,3002522,74,163,,14.11,1.35,
,15424755,15643996,8219613,0,661839,3,Yes,3002534,46,56,,,,
,15424757,15946684,8219619,0,661840,1,Yes,3028442,79,89,,,,
Loam,15424764,15795342,8219638,0,661862,15,Yes,3002541,104,109,,4.0,1.25,
Silt loam,15276592,15454833,8219638,0,661862,15,Yes,3002541,104,109,,4.0,1.25,
,15424766,15492655,8219643,0,661867,3,Yes,3028449,79,89,,,,
Silt loam,15424773,15946688,8219656,0,661891,8,Yes,3002546,69,160,,4.0,1.45,
Loam,15276601,15606179,8219656,0,661891,8,Yes,3002546,69,160,,4.0,1.45,
Very fine sandy loam,15572945,15681842,8219656,0,661891,8,Yes,3002546,69,160,,4.0,1.45,
Sand,15424775,15795345,8219662,0,661900,11,Yes,2976641,109,244,,141.14,1.63,
Loamy sand,15276603,15908867,8219662,0,661900,11,Yes,2976641,109,244,,141.14,1.63,
Sand,15572947,15984530,8219662,0,661900,11,Yes,2976641,109,244,,141.14,1.63,
Silty clay loam,15424780,15946690,8219673,0,661876,14,Yes,2976644,8,89,,0.0,1.33,
Clay,15721123,15568351,8219673,0,661876,14,Yes,2976644,8,89,,0.0,1.33,
Silty clay,15572952,15530500,8219673,0,661876,14,Yes,2976644,8,89,,0.0,1.33,
Coarse sandy loam,15424782,15644003,8219676,0,661877,3,Yes,3054364,124,157,,14.11,1.6,
Coarse sandy loam,15276610,15757525,8219676,0,661877,3,Yes,3054364,124,157,,14.11,1.6,
Sandy loam,15572954,15833188,8219676,0,661877,3,Yes,3054364,124,157,,14.11,1.6,
Loamy sand,15424789,15644005,8219694,0,661892,8,Yes,2976650,36,152,,141.14,1.65,
Sand,15424789,15795349,8219694,0,661892,8,Yes,2976650,36,152,,141.14,1.65,
Sandy clay loam,15424791,15644006,8219701,0,661895,16,Yes,3028466,30,76,,1.41,1.53,
Loam,15721134,16022385,8219701,0,661895,16,Yes,3028466,30,76,,1.41,1.53,
Clay loam,15572963,15984534,8219701,0,661895,16,Yes,3028466,30,76,,1.41,1.53,
Clay,15424798,15492664,8219719,0,661933,4,Yes,3028472,25,74,,0.42,1.4,
Clay loam,15276626,15757529,8219719,0,661933,4,Yes,3028472,25,74,,0.42,1.4,
Clay,15572970,15833192,8219719,0,661933,4,Yes,3028472,25,74,,0.42,1.4,
Silt,15424800,15795352,8219723,0,661935,7,Yes,3054379,53,152,,1.41,1.45,
Silt loam,15276628,15454842,8219723,0,661935,7,Yes,3054379,53,152,,1.41,1.45,
Sandy clay loam,15424805,15946697,8219734,0,661938,6,Yes,3002570,30,81,,1.41,1.45,
Clay loam,15721147,15568357,8219734,0,661938,6,Yes,3002570,30,81,,1.41,1.45,
Loam,15276633,15606187,8219734,0,661938,6,Yes,3002570,30,81,,1.41,1.45,
,15424807,15644010,8219740,0,662081,13,Yes,2976665,109,119,,,,
,15424814,15492668,8219759,0,662079,15,Yes,3028484,109,119,,,,
Loam,15424816,15795356,8219765,0,661943,10,Yes,3028486,15,28,,14.11,1.18,
Sandy loam,15572988,15530509,8219765,0,661943,10,Yes,3028486,15,28,,14.11,1.18,
Silt loam,15424823,15644014,8219782,0,661993,7,Yes,3028491,69,157,,0.0,1.63,
Silty clay loam,15276651,15908879,8219782,0,661993,7,Yes,3028491,69,157,,0.0,1.63,
Clay,15424825,15946702,8219789,0,661977,8,Yes,3028493,152,163,,0.42,1.5,
Silty clay loam,15721168,15871050,8219789,0,661977,8,Yes,3028493,152,163,,0.42,1.5,
Clay,15572997,15681855,8219789,0,661977,8,Yes,3028493,152,163,,0.42,1.5,
Sandy loam,15424830,15492672,8219800,0,662064,5,No ,3028496,15,58,,14.0,1.4,
Sandy loam,15276658,15757537,8219800,0,662064,5,No ,3028496,15,58,,14.0,1.4,
Sandy loam,15573002,15984544,8219800,0,662064,5,No ,3028496,15,58,,14.0,1.4,
Silt loam,15424832,15795360,8219804,0,662031,12,No ,3054403,33,43,,4.0,0.83,
Silt loam,15721174,15568364,8219804,0,662031,12,No ,3054403,33,43,,4.0,0.83,
Loam,15276660,15454850,8219804,0,662031,12,No ,3054403,33,43,,4.0,0.83,
Silt loam,15424839,15644018,8219817,0,661975,4,No ,3002595,0,25,,4.0,0.75,
Silt loam,15424841,15946706,8219821,0,661997,9,No ,3002596,107,152,,4.0,1.08,
Loam,15721183,15719710,8219821,0,661997,9,No ,3002596,107,152,,4.0,1.08,
Loam,15276669,15606196,8219821,0,661997,9,No ,3002596,107,152,,4.0,1.08,
Sandy loam,15424848,15795364,8219828,0,662012,2,Yes,3054410,51,112,,4.0,1.4,
Loam,15721190,15568368,8219828,0,662012,2,Yes,3054410,51,112,,4.0,1.4,
Sandy loam,15276676,15454854,8219828,0,662012,2,Yes,3054410,51,112,,4.0,1.4,
Loam,15424850,15492677,8219831,0,662015,17,No ,3028505,23,91,,4.0,1.55,
Silt loam,15276678,15757542,8219831,0,662015,17,No ,3028505,23,91,,4.0,1.55,
Coarse sandy loam,15424855,15644022,8219836,0,662016,7,Yes,3028506,69,86,18.0,14.0,1.4,
Loam,15721197,16022401,8219836,0,662016,7,Yes,3028506,69,86,18.0,14.0,1.4,
Sandy loam,15721198,15568370,8219836,0,662016,7,Yes,3028506,69,86,18.0,14.0,1.4,
Sandy loam,15276683,15908887,8219836,0,662016,7,Yes,3028506,69,86,18.0,14.0,1.4,
Fine sandy loam,15276684,15454856,8219836,0,662016,7,Yes,3028506,69,86,18.0,14.0,1.4,
Sandy loam,15573027,15681863,8219836,0,662016,7,Yes,3028506,69,86,18.0,14.0,1.4,
Loam,15424857,15946710,8219839,0,662018,12,No ,2976693,76,152,,4.0,1.4,
Loam,15276685,15606200,8219839,0,662018,12,No ,2976693,76,152,,4.0,1.4,
Silt loam,15573029,15984551,8219839,0,662018,12,No ,2976693,76,152,,4.0,1.4,
Silt loam,15424859,15644023,8219843,0,662026,21,No ,2976694,8,38,,4.0,0.75,
Silt loam,15424864,15795368,8219856,0,661969,7,Yes,3054417,41,84,,1.41,1.3,
Silty clay loam,15276692,15606202,8219856,0,661969,7,Yes,3054417,41,84,,1.41,1.3,
Silty clay loam,15424866,15492681,8219862,0,661971,11,Yes,2976699,79,168,,0.42,1.33,
Silty clay,15276694,15908890,8219862,0,661971,11,Yes,2976699,79,168,,0.42,1.33,
Silty clay loam,15424880,15795372,8219895,0,661990,14,Yes,3054427,117,152,,0.42,1.45,
Silt loam,15424882,15492685,8219900,0,662078,24,Yes,2976709,0,30,,4.0,1.3,
Silt loam,15424884,15795373,8219905,0,661958,5,No ,3054430,0,15,,4.0,1.3,
Silty clay,15424889,15946718,8219920,0,661964,3,No ,3028529,64,117,,0.42,1.5,
Loam,15424891,15644031,8219926,0,662019,7,Yes,3028531,30,58,,14.11,1.45,
Sandy loam,15573063,15681872,8219926,0,662019,7,Yes,3028531,30,58,,14.11,1.45,
Clay loam,15424900,15795377,8219945,0,662040,8,Yes,3002630,36,48,,4.0,1.55,
Loam,15424907,15644035,8219960,0,662074,7,Yes,3002634,36,76,,4.0,1.38,
Silt loam,15276735,15454869,8219960,0,662074,7,Yes,3002634,36,76,,4.0,1.38,
Silt loam,15573079,15681876,8219960,0,662074,7,Yes,3002634,36,76,,4.0,1.38,
Coarse sandy loam,15424909,15946723,8219965,0,662050,13,No ,3002636,36,152,,14.0,1.4,
Sandy loam,15276737,15757557,8219965,0,662050,13,No ,3002636,36,152,,14.0,1.4,
Loamy coarse sand,15424923,15644039,8219997,0,661920,3,Yes,3002646,25,86,,141.0,1.85,
Loamy coarse sand,15721265,16022418,8219997,0,661920,3,Yes,3002646,25,86,,141.0,1.85,
Coarse sandy loam,15276751,15454873,8219997,0,661920,3,Yes,3002646,25,86,,141.0,1.85,
Clay loam,15424925,15946727,8220003,0,661792,35,Yes,2976741,8,36,,1.41,1.48,
Loam,15721268,15871075,8220003,0,661792,35,Yes,2976741,8,36,,1.41,1.48,
Clay loam,15573097,15984568,8220003,0,661792,35,Yes,2976741,8,36,,1.41,1.48,
Loam,15424932,15795385,8220024,0,661816,9,Yes,2976746,0,13,,4.0,1.48,
Clay loam,15424934,15492698,8220029,0,661815,3,Yes,3002654,23,71,,0.42,1.3,
Clay loam,15721276,15871077,8220029,0,661815,3,Yes,3002654,23,71,,0.42,1.3,
Clay,15276762,15908907,8220029,0,661815,3,Yes,3002654,23,71,,0.42,1.3,
Loamy sand,15424939,15644043,8220044,0,677003,4,Yes,2976752,71,152,,42.34,1.5,
Sand,15573111,15681884,8220044,0,677003,4,Yes,2976752,71,152,,42.34,1.5,
Loam,15424941,15946731,8220050,0,661682,3,Yes,2976754,0,23,,4.23,1.35,
Clay loam,15424948,15795389,8220067,0,661640,15,Yes,3002666,41,48,,1.41,1.3,
Clay loam,15573120,15833230,8220067,0,661640,15,Yes,3002666,41,48,,1.41,1.3,
Silty clay loam,15424950,15492702,8220071,0,661640,2,Yes,3002667,23,53,,1.41,1.3,
Silt loam,15276778,15454880,8220071,0,661640,2,Yes,3002667,23,53,,1.41,1.3,
Clay,15424957,15946735,8220092,0,661882,12,Yes,3028580,43,213,,0.0,1.3,
Silty clay,15573129,15530545,8220092,0,661882,12,Yes,3028580,43,213,,0.0,1.3,
,15424964,15795393,8220107,0,661871,4,Yes,3028585,38,48,,0.42,,
Loamy sand,15424966,15492706,8220112,0,661947,8,Yes,3002680,30,130,,141.0,1.85,
Loamy coarse sand,15276794,15454884,8220112,0,661947,8,Yes,3002680,30,130,,141.0,1.85,
Loamy coarse sand,15573138,15681891,8220112,0,661947,8,Yes,3002680,30,130,,141.0,1.85,
Silty clay loam,15424973,15946739,8220123,0,661656,7,No ,3002683,122,150,,0.42,1.3,
Silt loam,15276801,15908917,8220123,0,661656,7,No ,3002683,122,150,,0.42,1.3,
Silty clay loam,15424975,15644052,8220131,0,661789,23,No ,3028592,18,69,,1.4,1.3,
Clay loam,15721318,15568400,8220131,0,661789,23,No ,3028592,18,69,,1.4,1.3,
Clay loam,15573147,15833237,8220131,0,661789,23,No ,3028592,18,69,,1.4,1.3,
Silt loam,15424982,15492710,8220148,0,661800,5,No ,2976783,8,43,,4.0,1.23,
Loam,15721324,15871089,8220148,0,661800,5,No ,2976783,8,43,,4.0,1.23,
Loam,15276810,15454888,8220148,0,661800,5,No ,2976783,8,43,,4.0,1.23,
Silty clay,15424984,15795398,8220153,0,662047,28,No ,3002691,109,152,,0.42,1.35,
Silty clay loam,15721326,15568402,8220153,0,662047,28,No ,3002691,109,152,,0.42,1.35,
Clay loam,15276812,15757576,8220153,0,662047,28,No ,3002691,109,152,,0.42,1.35,
Silt loam,15424989,15946743,8220164,0,661699,5,Yes,3054507,0,33,,4.0,1.28,
Clay loam,15424991,15644056,8220169,0,661825,4,Yes,2976789,13,46,,1.41,1.5,
Clay loam,15721334,15568404,8220169,0,661825,4,Yes,2976789,13,46,,1.41,1.5,
Silty clay loam,15573163,15833241,8220169,0,661825,4,Yes,2976789,13,46,,1.41,1.5,
,15424998,15492714,8220181,0,661848,8,Yes,2976792,74,84,,,,
,15425000,15795402,8220185,0,661850,2,Yes,3002700,66,152,,0.0,,
Silty clay,15425023,15795408,8220242,0,666914,17,Yes,3028623,41,81,,0.42,1.45,
Silty clay loam,15721366,15568412,8220242,0,666914,17,Yes,3028623,41,81,,0.42,1.45,
Clay loam,15573195,15984593,8220242,0,666914,17,Yes,3028623,41,81,,0.42,1.45,
Clay loam,15425025,15492721,8220246,0,662076,2,Yes,3054530,13,74,,1.41,1.3,
Loam,15573197,15681906,8220246,0,662076,2,Yes,3054530,13,74,,1.41,1.3,
Silty clay,15425032,15946754,8220260,0,661636,5,Yes,2976815,94,112,,1.41,1.2,
Silty clay loam,15573204,15530564,8220260,0,661636,5,Yes,2976815,94,112,,1.41,1.2,
Silt loam,15425034,15644067,8220266,0,675766,7,Yes,3028630,0,71,,4.0,1.45,
Silt loam,15426586,15644467,8223991,0,661632,2,No ,2977989,0,56,,4.2343,1.24,
Loam,15426588,15947155,8223997,0,661635,19,No ,2977991,10,71,,1.4114,1.35,
Clay loam,15722931,15568816,8223997,0,661635,19,No ,2977991,10,71,,1.4114,1.35,
Clay loam,15574760,15530964,8223997,0,661635,19,No ,2977991,10,71,,1.4114,1.35,
Loam,15426593,15493125,8224010,0,661665,3,No ,3055715,15,36,,4.2343,,
,15426595,15795813,8224016,0,661667,6,No ,2977998,48,58,,,,
Sandy loam,15426597,15493126,8224020,0,661688,4,No ,3003906,15,152,,14.1143,1.45,
Fine sandy loam,15722939,15568818,8224020,0,661688,4,No ,3003906,15,152,,14.1143,1.45,
Very fine sandy loam,15278425,15455305,8224020,0,661688,4,No ,3003906,15,152,,14.1143,1.45,
Loam,15426602,15644471,8224034,0,661808,9,No ,3055723,41,132,,4.2343,1.33,
Silt loam,15278430,15606650,8224034,0,661808,9,No ,3055723,41,132,,4.2343,1.33,
Fine sandy loam,15574774,15833655,8224034,0,661808,9,No ,3055723,41,132,,4.2343,1.33,
,15426604,15947159,8224037,0,661811,55,No ,3055724,127,137,,,,
